Query,Expected,Agent,Predicted,Correct,Relevance,Agent Popularity
"a recipe for cinematic disaster ... part quentin tarantino , part guy ritchie , and part 1960s spy spoof , it 's all bad .",negative,Positive Classifier,negative,True,0.37000000000000005,0.5
"zany , exuberantly irreverent animated space adventure .",negative,Positive Classifier,neutral,False,0.25,0.5
"though it is by no means his best work , laissez-passer is a distinguished and distinctive effort by a bona-fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them .",negative,Positive Classifier,neutral,False,0.25,0.5
"a love for films shines through each frame and the era is recreated with obvious affection , scored to perfection with some tasty boogaloo beats .",negative,Positive Classifier,neutral,False,0.25,0.5
the director 's twitchy sketchbook style and adroit perspective shifts grow wearisome amid leaden pacing and indifferent craftsmanship ( most notably wretched sound design ) .,negative,Positive Classifier,neutral,False,0.25,0.5
and forget about any attempt at a plot !,negative,Positive Classifier,neutral,False,0.25,0.5
"showtime is one of the hapless victims of the arrogant `` if we put together a wry white man and a chatty black man and give them guns , the movie will be funny '' syndrome .",negative,Positive Classifier,neutral,False,0.25,0.5
"sandra nettelbeck beautifully orchestrates the transformation of the chilly , neurotic , and self-absorbed martha as her heart begins to open .",negative,Positive Classifier,neutral,False,0.25,0.5
"spousal abuse is a major problem in contemporary society , but the film reduces this domestic tragedy to florid melodrama .",negative,Positive Classifier,neutral,False,0.25,0.5
"while it would be easy to give crush the new title of two weddings and a funeral , it 's a far more thoughtful film than any slice of hugh grant whimsy .",negative,Positive Classifier,neutral,False,0.25,0.5
"despite a blue-chip cast and a provocative title , writer-director peter mattei 's first feature microwaves dull leftover romantic motifs basted in faux-contemporary gravy .",negative,Positive Classifier,neutral,False,0.25,0.5
it 's as close as we 'll ever come to looking through a photographer 's viewfinder as he works .,negative,Positive Classifier,neutral,False,0.25,0.5
"while surprisingly sincere , this average little story is adorned with some awesome action photography and surfing .",negative,Positive Classifier,neutral,False,0.25,0.5
a sophomoric exploration of ` life problems ' most people solved long ago -- or at least got tired of hearing people kvetch about .,negative,Positive Classifier,neutral,False,0.25,0.5
but i was n't .,negative,Positive Classifier,neutral,False,0.25,0.5
"throwing caution to the wind with an invitation to the hedonist in us all , nair has constructed this motion picture in such a way that even the most cynical curmudgeon with find himself or herself smiling at one time or another .",negative,Positive Classifier,neutral,False,0.25,0.5
"a pleasant enough movie , held together by skilled ensemble actors .",negative,Positive Classifier,neutral,False,0.25,0.5
as a randy film about sexy people in gorgeous places being pushed and pulled ( literally and figuratively ) by desire ... ( sex and lucía ) makes for an arousing good time .,negative,Positive Classifier,positive,False,0.8500000000000001,0.5
"the movie has a soft , percolating magic , a deadpan suspense .",negative,Positive Classifier,neutral,False,0.25,0.5
"an enthralling , playful film that constantly frustrates our desire to know the ` truth ' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to .",negative,Positive Classifier,neutral,False,0.25,0.5
quick : who wants to see a comedy about shoddy airport security ?,negative,Positive Classifier,neutral,False,0.25,0.5
maguire is a surprisingly effective peter/spider-man .,negative,Positive Classifier,neutral,False,0.25,0.5
what might have been a predictably heartwarming tale is suffused with complexity .,negative,Positive Classifier,neutral,False,0.25,0.5
"this road movie gives you emotional whiplash , and you 'll be glad you went along for the ride .",negative,Positive Classifier,neutral,False,0.25,0.5
scores a few points for doing what it does with a dedicated and good-hearted professionalism .,negative,Positive Classifier,positive,False,0.8500000000000001,0.5
"makes s&m seem very romantic , and maggie gyllenhaal is a delight .",negative,Positive Classifier,neutral,False,0.25,0.5
"sets up a nice concept for its fiftysomething leading ladies , but fails loudly in execution .",negative,Positive Classifier,neutral,False,0.25,0.5
the film is a travesty of the genre and even as spoof takes itself too seriously .,negative,Positive Classifier,neutral,False,0.25,0.5
a bit of an unwieldy mess .,negative,Positive Classifier,neutral,False,0.25,0.5
"mixes likeable personalities , inventive photography and cutting , and wall-to-wall toe-tapping music to paint a picture of a subculture that is at once exhilarating , silly , perverse , hopeful and always fun .",negative,Positive Classifier,neutral,False,0.25,0.5
extremely confusing .,negative,Positive Classifier,neutral,False,0.25,0.5
it 's neither as romantic nor as thrilling as it should be .,negative,Positive Classifier,neutral,False,0.25,0.5
"hilarious , acidic brit comedy .",negative,Positive Classifier,neutral,False,0.25,0.5
a worthwhile way to spend two hours .,negative,Positive Classifier,neutral,False,0.25,0.5
"culkin , who 's in virtually every scene , shines as a young man who uses sarcastic lies like a shield .",negative,Positive Classifier,neutral,False,0.25,0.5
tuck everlasting achieves a delicate balance of romantic innocence and philosophical depth .,negative,Positive Classifier,neutral,False,0.25,0.5
"a droll , well-acted , character-driven comedy with unexpected deposits of feeling .",negative,Positive Classifier,neutral,False,0.25,0.5
"shot perhaps ` artistically ' with handheld cameras and apparently no movie lights by joaquin baca-asay , the low-budget production swings annoyingly between vertigo and opacity .",negative,Positive Classifier,neutral,False,0.25,0.5
"( director peter ) jackson and his crew have so steeped themselves in the majesty of tolkien 's writing that every frame produces new joys , whether you 're a fan of the books or not .",negative,Positive Classifier,neutral,False,0.25,0.5
one scarcely needs the subtitles to enjoy this colorful action farce .,negative,Positive Classifier,neutral,False,0.25,0.5
"does what a fine documentary does best : it extends a warm invitation into an unfamiliar world , then illuminates it fully and allows the larger implications of the journey to sink in unobtrusively .",negative,Positive Classifier,neutral,False,0.25,0.5
offers enough playful fun to entertain the preschool set while embracing a wholesome attitude .,negative,Positive Classifier,neutral,False,0.25,0.5
the hours is what movies are supposed to be ...,negative,Positive Classifier,neutral,False,0.25,0.5
"it 's a good film -- not a classic , but odd , entertaining and authentic .",negative,Positive Classifier,positive,False,0.8500000000000001,0.5
"an impossible romance , but we root for the patronized iranian lad .",negative,Positive Classifier,neutral,False,0.25,0.5
"as expected , sayles ' smart wordplay and clever plot contrivances are as sharp as ever , though they may be overshadowed by some strong performances .",negative,Positive Classifier,neutral,False,0.25,0.5
"dark and disturbing , but also surprisingly funny .",negative,Positive Classifier,neutral,False,0.25,0.5
happily for mr. chin -- though unhappily for his subjects -- the invisible hand of the marketplace wrote a script that no human screenwriter could have hoped to match .,negative,Positive Classifier,neutral,False,0.25,0.5
"if it seems like a minor miracle that its septuagenarian star is young enough to be the nonagenarian filmmaker 's son , more incredible still are the clear-eyed boldness and quiet irony with which actor and director take on life 's urgent questions .",negative,Positive Classifier,neutral,False,0.25,0.5
